"","betadiv.PhyloSor","betadiv.PhyloSor_turn","betadiv.PhyloSor_PD","betadiv.UniFrac","betadiv.UniFrac_turn","betadiv.UniFrac_PD","betadiv.SES_PhyloSor","betadiv.SES_PhyloSor_turn","betadiv.SES_PhyloSor_PD","betadiv.SES_UniFrac","betadiv.SES_UniFrac_turn","betadiv.SES_UniFrac_PD","util.pd.Com1","util.pd.Com2","util.pd.pd.obs.tot"
"Castle Peak-Hyndman Peak",0.381244841340976,0.191767357850396,0.18947748349058,0.552030791254715,0.321820121330205,0.23021066992451,2.31480500024192,0.0526213518349229,3.08696386032526,2.15410733058057,0.103493011571351,2.61734493960978,4551.252269,2822.57416,5092.529858
"Castle Peak-Mount Cramer",0.266677078134339,0.145833903366506,0.120843174767833,0.421065609756075,0.254546322879852,0.166519286876223,-0.20374021599019,-0.809144976272308,0.842009048915354,-0.160747366236351,-0.809855567342404,0.92605166978892,4551.252269,3423.082949,5050.453817
"Castle Peak-Salzburger Spitzl",0.233640586701314,0.212377636139356,0.0212629505619578,0.378782263197185,0.350348983367331,0.0284332798298541,-0.811169595074696,-0.175317278124469,-0.842141847494482,-0.798863879813425,-0.126981505517202,-0.813148304405747,4551.252269,4311.977182,5467.01979
"Castle Peak-Snowyside Peak",0.255890658706083,0.179605784147069,0.0762848745590147,0.407504677150353,0.304518317154464,0.102986359995889,0.308009671228866,0.721181313435537,-0.484300536145634,0.351847320596551,0.7760235603185,-0.572968612712223,4551.252269,3776.857701,5229.597758
"Castle Peak-Thompson Peak",0.504912759237141,0.148523470297664,0.356389288939477,0.671019308113365,0.258633757408843,0.412385550704522,0.935480637668015,-0.252074171664614,1.04874540619548,0.927991898110533,-0.19979396059677,0.813071069798054,4551.252269,1865.494406,4828.321972
"D.O. Lee Peak-Horstmann Peak",0.505814146319018,0.357684262433866,0.148129883885152,0.671814841898633,0.526903452195372,0.144911389703261,0.93444132495979,-0.44848138215454,2.16173486290892,0.926397991447012,-0.403018378834822,1.9934205700157,2447.302459,3914.437248,4789.798823
"D.O. Lee Peak-Hyndman Peak",0.271248712701598,0.21537500281652,0.0558737098850786,0.42674373628297,0.354417364710329,0.0723263715726418,-0.199823150495312,0.329503420831127,-0.650210816817734,-0.153427249703894,0.392298741957207,-0.677044812186842,2447.302459,2822.57416,3349.661934
"D.O. Lee Peak-Mount Cramer",0.47812131792489,0.374080431142982,0.104040886781907,0.646931090333122,0.54448112739924,0.102449962933882,1.37876925572455,0.721601701920718,0.849172860040629,1.32231727122401,0.750543324811201,0.578956434751908,2447.302459,3423.082949,4338.570908
"D.O. Lee Peak-Salzburger Spitzl",0.383121241099722,0.148111828052554,0.235009413047168,0.553995166461476,0.258009410640397,0.295985755821079,1.23126682895334,-0.974902244477926,2.65802964880074,1.20993145211233,-0.991206697150534,2.57225306064004,2447.302459,4311.977182,4674.451623
"D.O. Lee Peak-Snowyside Peak",0.48093774052241,0.339941284306943,0.140996456215467,0.649504334129207,0.507397284176927,0.14210704995228,2.54107452949214,1.20522416029875,1.95548650518592,2.29799873520226,1.19644737274466,1.38594772564521,2447.302459,3776.857701,4608.796842
"D.O. Lee Peak-Thompson Peak",0.312708803872681,0.205533046235251,0.10717575763743,0.476432858452911,0.34098284883539,0.13545000961752,-0.518944682282667,-0.0419581294614652,-0.476627531927911,-0.476648644118515,0.027594178615649,-0.453289444938567,2447.302459,1865.494406,2830.723207
"Horstmann Peak-Hyndman Peak",0.399274075861859,0.283083955533696,0.116190120328163,0.570687448226943,0.44125554576972,0.129431902457222,0.847105435830283,-0.06624113894744,1.31623314871594,0.852057621518388,-0.0120902520258953,1.15176974821397,3914.437248,2822.57416,4713.462706
"Horstmann Peak-Mount Cramer",0.24490829800165,0.19071481811176,0.0541934798898904,0.393455965222147,0.320336683831979,0.0731192813901683,-1.31986403021029,-1.36692001025373,0.125178281982232,-1.35976229577209,-1.44047287462996,0.318526535558556,3914.437248,3423.082949,4567.26989
"Horstmann Peak-Salzburger Spitzl",0.34483174366405,0.311563162654639,0.0332685810094111,0.51282511033617,0.475102033247147,0.0377230770890226,0.309546839168258,0.620833143916697,-0.541250727567932,0.352302768278971,0.662744864096504,-0.58003110092514,3914.437248,4311.977182,5531.571631
"Horstmann Peak-Snowyside Peak",0.254394608966907,0.240814529962086,0.0135800790048207,0.405605392670526,0.388155560959533,0.0174498317109938,-0.672214798036449,-0.181811290280682,-0.903466185510643,-0.646158933922788,-0.134420068311801,-0.89073050660689,3914.437248,3776.857701,4823.95946
"Horstmann Peak-Thompson Peak",0.484725765582556,0.201753205900528,0.282972559682029,0.652949893938651,0.335764789159593,0.317185104779058,0.547727472959169,-0.819762097995782,1.52821978321106,0.574216814791784,-0.803180904435121,1.43183143079993,3914.437248,1865.494406,4290.806725
"Hyndman Peak-Mount Cramer",0.381604133785309,0.315821601300283,0.0657825324850261,0.552407342238898,0.480037112915901,0.0723702293229971,0.954285576366988,0.648244109577133,0.410616903377554,0.960184386498568,0.685335680901175,0.258716994122482,2822.57416,3423.082949,4314.51284
"Hyndman Peak-Salzburger Spitzl",0.277676156640377,0.0870998858006978,0.190576270839679,0.43465811770413,0.160242654678498,0.274415463025632,1.05736997141049,-1.66669134514677,4.64639850924722,1.05844500531437,-1.80595515440276,4.91018121565159,2822.57416,4311.977182,4557.823069
"Hyndman Peak-Snowyside Peak",0.421999759321403,0.324291765641332,0.097707993680071,0.593530001049771,0.489758788893901,0.10377121215587,2.30231820939665,1.561924598539,0.802574987329836,2.12541153381661,1.51487496098952,0.395969137148101,2822.57416,3776.857701,4692.195259
"Hyndman Peak-Thompson Peak",0.251725233832683,0.0597764864056098,0.191948747427073,0.402205255640521,0.112809610653565,0.289395644986957,-1.03083492413345,-0.12615014206732,-0.883684469177152,-1.0313398523466,-0.0859747006706048,-0.762205690882835,2822.57416,1865.494406,2934.086861
"Mount Cramer-Salzburger Spitzl",0.35024574070761,0.265882781562709,0.0843629591449015,0.518788143740502,0.420074884397245,0.0987132593432574,0.110799450838573,-0.415462977540111,0.904403415194761,0.156235737910371,-0.377296591342966,0.905832367845632,3423.082949,4311.977182,5222.115998
"Mount Cramer-Snowyside Peak",0.319723116050964,0.284569894598835,0.0351532214521284,0.484530599127002,0.443058638997149,0.0414719601298533,0.45936909313663,0.703151462187317,-0.383060170060627,0.496493230353273,0.738097182664575,-0.436161065282323,3423.082949,3776.857701,4750.964055
"Mount Cramer-Thompson Peak",0.438786043056753,0.204494150597844,0.234291892458909,0.609939254240382,0.33955191977702,0.270387334463363,0.0366900984955391,-0.48641204290109,0.626136714084557,0.0847333061902149,-0.440679905749414,0.612369081507504,3423.082949,1865.494406,3804.565643
"Salzburger Spitzl-Snowyside Peak",0.250812041578918,0.197738150103527,0.0530738914753911,0.401038738421985,0.330185942706151,0.070852795715834,-0.65730924992989,-0.472932108878756,-0.191975704076401,-0.633392887509458,-0.436088844444093,-0.139749673518798,4311.977182,3776.857701,5058.806037
"Salzburger Spitzl-Thompson Peak",0.463589938246431,0.111855306201331,0.3517346320451,0.633497028275381,0.201204789107832,0.432292239167549,1.27615578704065,-0.28698627796438,1.46081264990039,1.23852046989767,-0.242769210117535,1.17210233388821,4311.977182,1865.494406,4520.64263
"Snowyside Peak-Thompson Peak",0.524022897708181,0.280182669708847,0.243840227999334,0.687683759208873,0.437722953666557,0.249960805542316,1.8144933212354,0.65917964636178,0.919300780246126,1.6920660032843,0.721909427047647,0.417057283794054,3776.857701,1865.494406,4299.536904
