Accepted Name GenBank,Accepted Name GenBank MiSeq Data,MiSeq_Label_190402,PHLAWD,MiSeq Label 190117,MiSeq Accession Number,DNA accession Number,Extraction Date,Collection ,Date Collected,Locality,Summit,Range,Meadow,Occurrence,Elevation (ft),WGS N,WGS W,Herbarium,Barcode,Specimen_voucher,Collected_by,Collection_date,Country,Lat_Lon,Tissue_type
Festuca_brachyphylla_ssp_brachyphylla,Festuca_brachyphylla_ssp_brachyphylla,Festuca_brachyphylla_ssp_brachyphylla_14318,Festuca_brachyphylla,Festuca_brachyphylla_subsp_brachyphylla_14318,14318,2014-318,30-May-14,Marx 2013-087,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID179589,ID:174217,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Festuca_brachyphylla_ssp_brachyphylla,,Festuca_brachyphylla_ssp_brachyphylla_NA,Festuca_brachyphylla,NA,NA,,,Marx 2013-156,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID179594,ID:174226,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Festuca_brachyphylla_ssp_brachyphylla,Festuca_brachyphylla_ssp_brachyphylla,Festuca_brachyphylla_ssp_brachyphylla_14262,Festuca_brachyphylla,Festuca_brachyphylla_subsp_brachyphylla_14262,14262,2014-262,19-May-14,Marx 2013-168,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID179579,ID:174210,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Festuca_brachyphylla_ssp_brachyphylla,Festuca_brachyphylla_ssp_brachyphylla,Festuca_brachyphylla_ssp_brachyphylla_14640,Festuca_brachyphylla,Festuca_brachyphylla_subsp_brachyphylla_14640,14640,2014-640,24-Jun-14,Marx 2013-340,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID179628,ID:174252,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Gentiana_calycosa,,Gentiana_calycosa_NA,,NA,NA,,,Marx 2012-025,31-Jul-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14139,-115.01358,ID,ID169607,ID:169285,H.E. Marx,31-Jul-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14139 N 115.01358 W,Leaf
Gentiana_calycosa,Gentiana_calycosa,Gentiana_calycosa_14414,,Gentiana_calycosa_14414,14414,2014-414,6-Jun-14,Marx 2013-208,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839,ID,ID169652,ID:169359,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.76619 N 114.15839 W,Leaf
Gentiana_calycosa,Gentiana_calycosa,Gentiana_calycosa_14577,,Gentiana_calycosa_14577,14577,2014-577,12-Jun-14,Marx 2013-276,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403,ID,ID169495,ID:169220,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74357 N 114.12403 W,Leaf
Gentiana_calycosa,,Gentiana_calycosa_NA,,Gentiana_calycosa_14645,NA,2014-645,24-Jun-14,Marx 2013-346,14-Aug-13,Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886,ID,ID169724,ID:169417,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10969 N 114.63886 W,Leaf
Gentiana_calycosa,Gentiana_calycosa,Gentiana_calycosa_14032,,Gentiana_calycosa_var_obtusiloba_14032,14032,2014-032,15-Jan-14,Clevenger 2012-025,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358,ID,ID169570,ID:169269,B.R. Clevenger & H.E. Marx,1-Aug-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14219 N 115.01358 W,Leaf
Ericameria_discoidea,Ericameria_discoidea,Ericameria_discoidea_14342,,Haplopappus_macronema_14342,14342,2014-342,2-Jun-14,Marx 2013-111,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID169474,ID:169145,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Ericameria_discoidea,Ericameria_discoidea,Ericameria_discoidea_14274,,Haplopappus_macronema_14274,14274,2014-274,19-May-14,Marx 2013-180,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169403,ID:169105,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Ericameria_discoidea,Ericameria_discoidea,Ericameria_discoidea_14626,,Haplopappus_macronema_14626,14626,2014-626,18-Jun-14,Marx 2013-325,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID169548,ID:169196,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Ericameria_suffruticosa,Ericameria_suffruticosa,Ericameria_suffruticosa_14657,,Haplopappus_suffruticosus_14657,14657,2014-657,24-Jun-14,Marx 2013-358,14-Aug-13,Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886,ID,ID169729,ID:169437,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10969 N 114.63886 W,Leaf
Ericameria_suffruticosa,,Ericameria_suffruticosa_NA,,NA,NA,2015-008,26-Sep-14,Marx 2013-419,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169412,ID:169096,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Heuchera_parvifolia,Heuchera_parvifolia,Heuchera_parvifolia_14320,Heuchera_parvifolia,Heuchera_parvifolia_var_dissecta_14320,14320,2014-320,30-May-14,Marx 2013-089,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID169651,ID:169350,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Heuchera_parvifolia,Heuchera_parvifolia,Heuchera_parvifolia_14346,Heuchera_parvifolia,Heuchera_parvifolia_var_dissecta_14346,14346,2014-346,2-Jun-14,Marx 2013-115,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID169461,ID:169154,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Heuchera_parvifolia,Heuchera_parvifolia,Heuchera_parvifolia_14250,Heuchera_parvifolia,Heuchera_parvifolia_var_dissecta_14250,14250,2014-250,7-Mar-14,Marx 2013-155,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169413,ID:169097,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Heuchera_parvifolia,Heuchera_parvifolia,Heuchera_parvifolia_14449,Heuchera_parvifolia,Heuchera_parvifolia_var_dissecta_14449,14449,2014-449,10-Jun-14,Marx 2013-247,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169635,ID:169338,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Heuchera_parvifolia,Heuchera_parvifolia,Heuchera_parvifolia_14625,Heuchera_parvifolia,Heuchera_parvifolia_var_dissecta_14625,14625,2014-625,18-Jun-14,Marx 2013-324,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID169515,ID:169240,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Heuchera_parvifolia,Heuchera_parvifolia,Heuchera_parvifolia_14216,Heuchera_parvifolia,Heuchera_parvifolia_var_dissecta_14216,14216,2014-216,20-Feb-14,Zion  2012-018,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318,ID,ID169587,ID:169294,P.Z. Klos & H.E. Marx,7-Aug-12,"USA: Idaho, Sawtooth Mountains, Horstmann Peak",44.1117 N 115.00318 W,Leaf
Hieracium_triste,Hieracium_triste,Hieracium_triste_14017,Hieracium_triste,Hieracium_triste_14017,14017,2014-017,7-Jan-14,Clevenger 2012-008,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358,ID,ID169568,ID:169271,B.R. Clevenger & H.E. Marx,1-Aug-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14219 N 115.01358 W,Leaf
Hieracium_triste,Hieracium_triste,Hieracium_triste_14299,Hieracium_triste,Hieracium_triste_14299,14299,2014-299,26-May-14,Marx 2013-068,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID169671,ID:169380,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Hulsea_algida,Hulsea_algida,Hulsea_algida_13545,Hulsea_algida,Hulsea_algida_13545,13545,2013-545,10-Dec-13,Marx 2012-010,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: SW slope heading down from summit,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01,ID,ID169553,ID:169276,H.E. Marx,31-Jul-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14139 N 115.01 W,Leaf
Hulsea_algida,Hulsea_algida,Hulsea_algida_13575,Hulsea_algida,Hulsea_algida_13575,13575,2013-575,30-Dec-13,Marx 2012-042,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681,ID,ID169484,ID:169186,H.E. Marx,10-Aug-12,"USA: Idaho, Sawtooth Mountains, Braxon Peak",44.09333 N 115.99681 W,Leaf
Hulsea_algida,Hulsea_algida,Hulsea_algida_14321,Hulsea_algida,Hulsea_algida_14321,14321,2014-321,30-May-14,Marx 2013-090,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID169637,ID:169340,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Hulsea_algida,Hulsea_algida,Hulsea_algida_14365,Hulsea_algida,Hulsea_algida_14365,14365,2014-365,2-Jun-14,Marx 2013-139,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: collected at second treeline only,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID169458,ID:169146,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Hulsea_algida,Hulsea_algida,Hulsea_algida_14276,Hulsea_algida,Hulsea_algida_14276,14276,2014-276,19-May-14,Marx 2013-182,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169383,ID:169085,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Hulsea_algida,Hulsea_algida,Hulsea_algida_14459,Hulsea_algida,Hulsea_algida_14459,14459,2014-459,10-Jun-14,Marx 2013-257,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169694,ID:169395,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Hulsea_algida,Hulsea_algida,Hulsea_algida_14627,Hulsea_algida,Hulsea_algida_14627,14627,2014-627,18-Jun-14,Marx 2013-326,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID169489,ID:169216,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Hulsea_algida,Hulsea_algida,Hulsea_algida_14222,Hulsea_algida,Hulsea_algida_14222,14222,2014-222,20-Feb-14,Zion  2012-024,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318,ID,ID169606,ID:169301,P.Z. Klos & H.E. Marx,7-Aug-12,"USA: Idaho, Sawtooth Mountains, Horstmann Peak",44.1117 N 115.00318 W,Leaf
Ivesia_gordonii,Ivesia_gordonii,Ivesia_gordonii_14024,Potentilla_gordonii,Ivesia_gordonii_14024,14024,2014-024,15-Jan-14,Clevenger 2012-017,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358,ID,ID169562,ID:169260,B.R. Clevenger & H.E. Marx,1-Aug-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14219 N 115.01358 W,Leaf
Ivesia_gordonii,Ivesia_gordonii,Ivesia_gordonii_13559,Potentilla_gordonii,Ivesia_gordonii_13559,13559,2013-559,24-Dec-13,Marx 2012-026,31-Jul-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14139,-115.01358,ID,id169549,ID:169272,H.E. Marx,31-Jul-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14139 N 115.01358 W,Leaf
Ivesia_gordonii,Ivesia_gordonii,Ivesia_gordonii_14347,Potentilla_gordonii,Ivesia_gordonii_14347,14347,2014-347,2-Jun-14,Marx 2013-116,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID169452,ID:169163,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Ivesia_gordonii,Ivesia_gordonii,Ivesia_gordonii_14613,Potentilla_gordonii,Ivesia_gordonii_14613,14613,2014-613,18-Jun-14,Marx 2013-312,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID169505,ID:169228,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Ivesia_gordonii,Ivesia_gordonii,Ivesia_gordonii_14664,Potentilla_gordonii,Ivesia_gordonii_14664,14664,2014-664,24-Jun-14,Marx 2013-365,14-Aug-13,Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886,ID,ID169707,ID:169423,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10969 N 114.63886 W,Leaf
Juncus_drummondii,Juncus_drummondii,Juncus_drummondii_14025,Juncus_drummondii,Juncus_drummondii_14025,14025,2014-025,15-Jan-14,Clevenger 2012-018,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358,ID,ID179702,ID:174332,B.R. Clevenger & H.E. Marx,1-Aug-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14219 N 115.01358 W,Leaf
Juncus_drummondii,,Juncus_drummondii_NA,Juncus_drummondii,Juncus_drummondii_14324,NA,2014-324,30-May-14,Marx 2013-093,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID179695,ID:174318,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Juncus_drummondii,Juncus_drummondii,Juncus_drummondii_14590,,Poa_sp_14590,14590,2014-590,12-Jun-14,Marx 2013-289,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403,ID,ID179619,ID:174234,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74357 N 114.12403 W,Leaf
Juncus_drummondii,Juncus_drummondii,Juncus_drummondii_14129,Juncus_drummondii,Juncus_drummondii_14129,14129,2014-129,10-Feb-14,Zion  2012-007,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318,ID,ID179604,ID:174268,P.Z. Klos & H.E. Marx,7-Aug-12,"USA: Idaho, Sawtooth Mountains, Horstmann Peak",44.1117 N 115.00318 W,Leaf
Juncus_parryi,Juncus_parryi,Juncus_parryi_14325,,Juncus_paryii_14325,14325,2014-325,30-May-14,Marx 2013-094,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID179577,ID:174212,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Juncus_parryi,,Juncus_parryi_NA,,NA,NA,,,Marx 2013-133,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: collected at second treeline only,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID179586,ID:174220,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Juncus_parryi,Juncus_parryi,Juncus_parryi_14263,,Juncus_paryii_14263,14263,2014-263,19-May-14,Marx 2013-169,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID179638,ID:174249,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Juncus_parryi,Juncus_parryi,Juncus_parryi_14440,,Juncus_paryii_14440,14440,2014-440,10-Jun-14,Marx 2013-238,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID179610,ID:174242,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Juncus_parryi,Juncus_parryi,Juncus_parryi_14658,,Juncus_paryii_14658,14658,2014-658,24-Jun-14,Marx 2013-359,14-Aug-13,Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886,ID,ID179694,ID:174319,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10969 N 114.63886 W,Leaf
Juncus_parryi,Juncus_parryi,Juncus_parryi_14228,,Juncus_paryii_14228,14228,2014-228,20-Feb-14,Zion  2012-030,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318,ID,ID179613,ID:174264,P.Z. Klos & H.E. Marx,7-Aug-12,"USA: Idaho, Sawtooth Mountains, Horstmann Peak",44.1117 N 115.00318 W,Leaf
Juniperus_communis,Juniperus_communis,Juniperus_communis_14031,Juniperus_communis,Juniperus_communis_14031,14031,2014-031,15-Jan-14,Clevenger 2012-024,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358,ID,ID169566,ID:169264,B.R. Clevenger & H.E. Marx,1-Aug-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14219 N 115.01358 W,Leaf
Juniperus_communis,Juniperus_communis,Juniperus_communis_14330,Juniperus_communis,Juniperus_communis_14330,14330,2014-330,30-May-14,Marx 2013-099,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID169668,ID:169349,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Juniperus_communis,Juniperus_communis,Juniperus_communis_14285,Juniperus_communis,Juniperus_communis_14285,14285,2014-285,26-May-14,Marx 2013-191,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,,none,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Juniperus_communis,Juniperus_communis,Juniperus_communis_14233,Juniperus_communis,Juniperus_communis_14233,14233,2014-233,20-Feb-14,Zion  2012-035,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318,ID,ID169617,ID:169315,P.Z. Klos & H.E. Marx,7-Aug-12,"USA: Idaho, Sawtooth Mountains, Horstmann Peak",44.1117 N 115.00318 W,Leaf
Lewisia_pygmaea,Lewisia_pygmaea,Lewisia_pygmaea_14010,Lewisia_pygmaea,Lewisia_pygmaea_var_pygmara_14010,14010,2014-010,7-Jan-14,Clevenger 2012-001,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358,ID,ID169571,ID:169268,B.R. Clevenger & H.E. Marx,1-Aug-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14219 N 115.01358 W,Leaf
Lewisia_pygmaea,Lewisia_pygmaea,Lewisia_pygmaea_14592,Lewisia_pygmaea,Lewisia_pygmaea_var_pygmara_14592,14592,2014-592,12-Jun-14,Marx 2013-291,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403,ID,ID169517,ID:169233,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74357 N 114.12403 W,Leaf
Lomatium_idahoense,Lomatium_idahoense,Lomatium_idahoense_14134,Lomatium_idahoensis,Lomatium_idahoense_14134,14134,2014-134,10-Feb-14,Zion  2012-012,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318,ID,ID179704,ID:174330,P.Z. Klos & H.E. Marx,7-Aug-12,"USA: Idaho, Sawtooth Mountains, Horstmann Peak",44.1117 N 115.00318 W,Leaf
Lomatium_idahoense,Lomatium_idahoense,Lomatium_idahoense_14246,Lomatium_idahoensis,Lomatium_idahoense_14246,14246,2014-246,7-Mar-14,Marx 2013-151,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169416,ID:169091,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Lupinus_argenteus_var_depressus,Lupinus_argenteus_var_depressus,Lupinus_argenteus_var_depressus_14286,Lupinus_argenteus,Lupinus_argenteus_var_depressus_14286,14286,2014-286,26-May-14,Marx 2013-192,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169391,ID:169082,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
