Annotated_Name,Annotated_Tip,Tip Label 190117,Tip Label 161228,Tip Label 160511,Species ,MiSeq ,PHLAWD,DNA log Species Name,DNA accession #,Tube ,Extraction Date,Collection ,Date Collected,Locality,Summit,Range,Meadow,Occurrence,Elevation (ft),WGS N,WGS W
Epilobium_alpinum,Epilobium_alpinum,Epilobium_alpinum_14675,Epilobium_alpinum_14675,Epilobium_alpinum_14675,Epilobium_alpinum,14675,,Epilobium alpinum,2014-675,14675,25-Jun-14,Marx 2013-377,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Epilobium_alpinum_var_clavatum,Epilobium_alpinum_var_clavatum,Epilobium_alpinum_var_clavatum_14123,Epilobium_alpinum_var_clavatum_14123,Epilobium_alpinum_var_clavatum_14123,Epilobium_alpinum_var_clavatum,14123,,Epilobium alpinum var. clavatum,2014-123,14123,10-Feb-14,Zion  2012-001,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Epilobium_obcordatum,Epilobium_obcordatum,Epilobium_obcordatum_14130,Epilobium_obcordatum_14130,Epilobium_obcordatum_14130,Epilobium_obcordatum,14130,Epilobium_obcordatum,Epilobium obcordatum,2014-130,14130,10-Feb-14,Zion  2012-008,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Eremogone_aculeata,Eremogone_aculeata,Eremogone_aculeata_14438,Eremogone_aculeata_14438,Eremogone_aculeata_14438,Eremogone_aculeata,14438,Eremogone_aculeata,Eremogone aculeata,2014-438,14438,10-Jun-14,Marx 2013-235,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Eremogone_aculeata,Eremogone_aculeata,Eremogone_aculeata_14663,Eremogone_aculeata_14663,Eremogone_aculeata_14663,Eremogone_aculeata,14663,Eremogone_aculeata,Eremogone aculeata,2014-663,14663,24-Jun-14,Marx 2013-364,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Eremogone_congesta,NA,NA,NA,NA,,,Eremogone_congesta,,,,,Marx 2013-221,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839
Eremogone_congesta,Eremogone_congesta,Eremogone_congesta_14589,Eremogone_congesta_14589,Eremogone_congesta_14589,Eremogone_congesta,14589,Eremogone_congesta,Eremogone congesta,2014-589,14589,12-Jun-14,Marx 2013-288,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403
Eremogone_congesta,Eremogone_congesta,Eremogone_congesta_14670,Eremogone_congesta_14670,Eremogone_congesta_14670,Eremogone_congesta,14670,Eremogone_congesta,Eremogone congesta,2014-670,14670,25-Jun-14,Marx 2013-372,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Ericameria_discoidea,Ericameria_discoidea,Ericameria_discoidea_14315,Ericameria_discoidea_14315,Ericameria_discoidea_14315,Ericameria_discoidea,14315,Ericameria_discoidea,Ericameria discoidea,2014-315,14315,30-May-14,Marx 2013-084,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Erigeron_asperugineus,Erigeron_asperugineus,Erigeron_asperugineus_14247,Erigeron_asperugineus_14247,Erigeron_asperugineus_14247,Erigeron_asperugineus,14247,,Erigeron asperugineus,2014-247,14247,7-Mar-14,Marx 2013-152,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Erigeron_compositus,Erigeron_compositus,Erigeron_compositus_13537,Erigeron_compositus_13537,Erigeron_compositus_13537,Erigeron_compositus,13537,Erigeron_compositus,Erigeron compositus,2013-537,13537,5-Dec-13,Marx 2012-001,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Just below summit,Thompson Peak,Sawtooth Mountains,0,1,10508,44.14369,-115.00683
Erigeron_compositus,Erigeron_compositus,Erigeron_compositus_14009,Erigeron_compositus_14009,Erigeron_compositus_14009,Erigeron_compositus,14009,Erigeron_compositus,Erigeron compositus,2014-009,14009,7-Jan-14,Marx 2012-056,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681
Erigeron_compositus,Erigeron_compositus,Erigeron_compositus_14307,Erigeron_compositus_14307,Erigeron_compositus_14307,Erigeron_compositus,14307,Erigeron_compositus,Erigeron compositus,2014-307,14307,26-May-14,Marx 2013-076,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Erigeron_compositus,Erigeron_compositus,Erigeron_compositus_14355,Erigeron_compositus_14355,Erigeron_compositus_14355,Erigeron_compositus,14355,Erigeron_compositus,Erigeron compositus,2014-355,14355,2-Jun-14,Marx 2013-126,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Snowyside Peak: collected on summit,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Erigeron_compositus,Erigeron_compositus,Erigeron_compositus_14248,Erigeron_compositus_14248,Erigeron_compositus_14248,Erigeron_compositus,14248,Erigeron_compositus,Erigeron compositus,2014-248,14248,7-Mar-14,Marx 2013-153,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Erigeron_compositus,Erigeron_compositus,Erigeron_compositus_14452,Erigeron_compositus_14452,Erigeron_compositus_14452,Erigeron_compositus,14452,Erigeron_compositus,Erigeron compositus,2014-452,14452,10-Jun-14,Marx 2013-250,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Erigeron_compositus,Erigeron_compositus,Erigeron_compositus_14623,Erigeron_compositus_14623,Erigeron_compositus_14623,Erigeron_compositus,14623,Erigeron_compositus,Erigeron compositus,2014-623,14623,18-Jun-14,Marx 2013-322,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Erigeron_compositus,Erigeron_compositus,Erigeron_compositus_14700,Erigeron_compositus_14700,Erigeron_compositus_14700,Erigeron_compositus,14700,Erigeron_compositus,Erigeron compositus,2014-700,14700,30-Jun-14,Marx 2013-403,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Erigeron_evermannii,Erigeron_evermannii,Erigeron_evermannii_13578,Erigeron_evermannii_13578,Erigeron_evermannii_13578,Erigeron_evermannii,13578,Erigeron_evermannii,Erigeron evermannii,2013-578,13578,30-Dec-13,Marx 2012-045,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681
Erigeron_evermannii,Erigeron_evermannii,Erigeron_evermannii_14340,Erigeron_evermannii_14340,Erigeron_evermannii_14340,Erigeron_evermannii,14340,Erigeron_evermannii,Erigeron evermannii,2014-340,14340,30-May-14,Marx 2013-109,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Erigeron_evermannii,Erigeron_evermannii,Erigeron_evermannii_14363,Erigeron_evermannii_14363,Erigeron_evermannii_14363,Erigeron_evermannii,14363,Erigeron_evermannii,Erigeron evermannii,2014-363,14363,2-Jun-14,Marx 2013-135,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: collected at second treeline only,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Erigeron_evermannii,Erigeron_evermannii,Erigeron_evermannii_14224,Erigeron_evermannii_14224,Erigeron_evermannii_14224,Erigeron_evermannii,14224,Erigeron_evermannii,Erigeron evermannii,2014-224,14224,20-Feb-14,Zion  2012-026,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Erigeron_grandiflorus,Erigeron_grandiflorus,Erigeron_grandiflorus_14012,Erigeron_grandiflorus_14012,Erigeron_grandiflorus_14012,Erigeron_grandiflorus,14012,Erigeron_grandiflorus,Erigeron grandiflorus,2014-012,14012,7-Jan-14,Clevenger 2012-003,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358
Erigeron_grandiflorus,Erigeron_grandiflorus,Erigeron_grandiflorus_14310,Erigeron_grandiflorus_14310,Erigeron_grandiflorus_14310,Erigeron_grandiflorus,14310,Erigeron_grandiflorus,Erigeron grandiflorus,2014-310,14310,30-May-14,Marx 2013-079,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Erigeron_grandiflorus,Erigeron_grandiflorus,Erigeron_grandiflorus_14600,Erigeron_grandiflorus_14600,Erigeron_grandiflorus_14600,Erigeron_grandiflorus,14600,Erigeron_grandiflorus,Erigeron grandiflorus,2014-600,14600,12-Jun-14,Marx 2013-299,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Erigeron_lonchophyllus,Erigeron_lonchophyllus,Erigeron_lonchophyllus_14612,Erigeron_lonchophyllus_14612,Erigeron_lonchophyllus_14612,Erigeron_lonchophyllus,14612,Erigeron_lonchophyllus,Erigeron lonchophyllus,2014-612,14612,18-Jun-14,Marx 2013-311,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Erigeron_sp,Erigeron_sp,Erigeron_sp_14667,Erigeron_sp_14667,Unknown_14667,Unknown,14667,,Unknown,2014-667,14667,25-Jun-14,Marx 2013-369,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Eriogonum_crosbyae,Eriogonum_crosbyae,Eriogonum_crosbyae_13541,Eriogonum_crosbyae_13541,Eriogonum_crosbyae_13541,Eriogonum_crosbyae,13541,,Eriogonum crosbyae,2013-541,13541,5-Dec-13,Marx 2012-006,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: SW slope heading down from summit,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01
Eriogonum_crosbyae,Eriogonum_crosbyae,Eriogonum_crosbyae_14350,Eriogonum_crosbyae_14350,Eriogonum_crosbyae_14350,Eriogonum_crosbyae,14350,,Eriogonum crosbyae,2014-350,14350,2-Jun-14,Marx 2013-119,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Eriogonum_crosbyae,Eriogonum_crosbyae,Eriogonum_crosbyae_14242,Eriogonum_crosbyae_14242,Eriogonum_crosbyae_14242,Eriogonum_crosbyae,14242,,Eriogonum crosbyae,2014-242,14242,7-Mar-14,Marx 2013-147,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Eriogonum_crosbyae,Eriogonum_crosbyae,Eriogonum_crosbyae_14607,Eriogonum_crosbyae_14607,Eriogonum_crosbyae_14607,Eriogonum_crosbyae,14607,,Eriogonum crosbyae,2014-607,14607,18-Jun-14,Marx 2013-306,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Eriogonum_crosbyae,Eriogonum_crosbyae,Eriogonum_crosbyae_14681,Eriogonum_crosbyae_14681,Eriogonum_crosbyae_14681,Eriogonum_crosbyae,14681,,Eriogonum crosbyae,2014-681,14681,25-Jun-14,Marx 2013-384,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Eriogonum_flavum_var_piperi,Eriogonum_flavum_var_piperi,Eriogonum_flavum_var_piperi_14650,Eriogonum_flavum_var_piperi_14650,Eriogonum_flavum_var_piperi_14650,Eriogonum_flavum_var_piperi,14650,Eriogonum_flavum,Eriogonum flavum var. piperi,2014-650,14650,24-Jun-14,Marx 2013-351,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Eriogonum_flavum_var_piperi,Eriogonum_flavum_var_piperi,Eriogonum_flavum_var_piperi_14654,Eriogonum_flavum_var_piperi_14654,Eriogonum_flavum_var_piperi_14654,Eriogonum_flavum_var_piperi,14654,Eriogonum_flavum,Eriogonum flavum var. piperi,2014-654,14654,24-Jun-14,Marx 2013-355,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Eriogonum_ovalifolium,Eriogonum_ovalifolium,Eriogonum_ovalifolium_14327,Eriogonum_ovalifolium_14327,Eriogonum_ovalifolium_14327,Eriogonum_ovalifolium,14327,Eriogonum_ovalifolium,Eriogonum ovalifolium ,2014-327,14327,30-May-14,Marx 2013-096,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Eriogonum_ovalifolium,Eriogonum_ovalifolium,Eriogonum_ovalifolium_14344,Eriogonum_ovalifolium_14344,Eriogonum_ovalifolium_14344,Eriogonum_ovalifolium,14344,Eriogonum_ovalifolium,Eriogonum ovalifolium ,2014-344,14344,2-Jun-14,Marx 2013-113,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Eriogonum_ovalifolium,Eriogonum_ovalifolium,Eriogonum_ovalifolium_14349,Eriogonum_ovalifolium_14349,Eriogonum_ovalifolium_14349,Eriogonum_ovalifolium,14349,Eriogonum_ovalifolium,Eriogonum ovalifolium ,2014-349,14349,2-Jun-14,Marx 2013-118,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Eriogonum_ovalifolium,Eriogonum_ovalifolium,Eriogonum_ovalifolium_14366,Eriogonum_ovalifolium_14366,Eriogonum_ovalifolium_14366,Eriogonum_ovalifolium,14366,Eriogonum_ovalifolium,Eriogonum ovalifolium,2014-366,14366,2-Jun-14,Marx 2013-140,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: collected at second treeline only,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Eriogonum_ovalifolium,Eriogonum_ovalifolium,Eriogonum_ovalifolium_14244,Eriogonum_ovalifolium_14244,Eriogonum_ovalifolium_14244,Eriogonum_ovalifolium,14244,Eriogonum_ovalifolium,Eriogonum ovalifolium ,2014-244,14244,7-Mar-14,Marx 2013-149,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Eriogonum_ovalifolium,Eriogonum_ovalifolium,Eriogonum_ovalifolium_14280,Eriogonum_ovalifolium_14280,Eriogonum_ovalifolium_14280,Eriogonum_ovalifolium,14280,Eriogonum_ovalifolium,Eriogonum ovalifolium,2014-280,14280,26-May-14,Marx 2013-186,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Eriogonum_ovalifolium_var_depressum,Eriogonum_ovalifolium_var_depressum,Eriogonum_ovalifolium_var_depressum_13542,Eriogonum_ovalifolium_var_depressum_13542,Eriogonum_ovalifolium_var_depressum_13542,Eriogonum_ovalifolium_var_depressum,13542,Eriogonum_ovalifolium,Eriogonum ovalifolium var. depressum,2013-542,13542,5-Dec-13,Marx 2012-007,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: SW slope heading down from summit,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01
Eriogonum_ovalifolium_var_depressum,Eriogonum_ovalifolium_var_depressum,Eriogonum_ovalifolium_var_depressum_13543,Eriogonum_ovalifolium_var_depressum_13543,Eriogonum_ovalifolium_var_depressum_13543,Eriogonum_ovalifolium_var_depressum,13543,Eriogonum_ovalifolium,Eriogonum ovalifolium var. depressum,2013-543,13543,10-Dec-13,Marx 2012-008,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: SW slope heading down from summit,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01
Eriogonum_ovalifolium_var_depressum,Eriogonum_ovalifolium_var_depressum,Eriogonum_ovalifolium_var_depressum_13564,Eriogonum_ovalifolium_var_depressum_13564,Eriogonum_ovalifolium_var_depressum_13564,Eriogonum_ovalifolium_var_depressum,13564,Eriogonum_ovalifolium,Eriogonum ovalifolium var. depressum,2013-564,13564,30-Dec-13,Marx 2012-031,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681
Eriogonum_ovalifolium_var_depressum,Eriogonum_ovalifolium_var_depressum,Eriogonum_ovalifolium_var_depressum_14450,Eriogonum_ovalifolium_var_depressum_14450,Eriogonum_ovalifolium_var_depressum_14450,Eriogonum_ovalifolium_var_depressum,14450,Eriogonum_ovalifolium,Eriogonum ovalifolium var. depressum,2014-450,14450,10-Jun-14,Marx 2013-248,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Eriogonum_ovalifolium_var_depressum,Eriogonum_ovalifolium_var_depressum,Eriogonum_ovalifolium_var_depressum_14602,Eriogonum_ovalifolium_var_depressum_14602,Eriogonum_ovalifolium_var_depressum_14602,Eriogonum_ovalifolium_var_depressum,14602,Eriogonum_ovalifolium,Eriogonum ovalifolium var. depressum,2014-602,14602,18-Jun-14,Marx 2013-301,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Eriogonum_ovalifolium_var_depressum,Eriogonum_ovalifolium_var_depressum,Eriogonum_ovalifolium_var_depressum_14649,Eriogonum_ovalifolium_var_depressum_14649,Eriogonum_ovalifolium_var_depressum_14649,Eriogonum_ovalifolium_var_depressum,14649,Eriogonum_ovalifolium,Eriogonum ovalifolium var. depressum,2014-649,14649,24-Jun-14,Marx 2013-350,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Eriogonum_ovalifolium_var_depressum,Eriogonum_ovalifolium_var_depressum,Eriogonum_ovalifolium_var_depressum_14702,Eriogonum_ovalifolium_var_depressum_14702,Eriogonum_ovalifolium_var_depressum_14702,Eriogonum_ovalifolium_var_depressum,14702,Eriogonum_ovalifolium,Eriogonum ovalifolium var. depressum,2014-702,14702,30-Jun-14,Marx 2013-405,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Eriogonum_ovalifolium_var_purpureum,Eriogonum_ovalifolium_var_purpureum,Eriogonum_ovalifolium_var_purpureum_14131,NA,Eriogonum_ovalifolium_var_purpureum_14131,,,Eriogonum_ovalifolium,Eriogonum ovalifolium var. purpureum,2014-131,14131,10-Feb-14,Zion  2012-009,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Eriogonum_ovalifolium_var_purpureum,Eriogonum_ovalifolium_var_purpureum,Eriogonum_ovalifolium_var_purpureum_14133,Eriogonum_ovalifolium_var_purpureum_14133,Eriogonum_ovalifolium_var_purpureum_14133,Eriogonum_ovalifolium_var_purpureum,14133,Eriogonum_ovalifolium,Eriogonum ovalifolium var. purpureum,2014-133,14133,10-Feb-14,Zion  2012-011,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
