Annotated_Name,Annotated_Tip,Tip Label 190117,Tip Label 161228,Tip Label 160511,Species ,MiSeq ,PHLAWD,DNA log Species Name,DNA accession #,Tube ,Extraction Date,Collection ,Date Collected,Locality,Summit,Range,Meadow,Occurrence,Elevation (ft),WGS N,WGS W
Erysimum_asperum,Erysimum_asperum,Erysimum_asperum_14302,Erysimum_asperum_14302,Erysimum_asperum_14302,Erysimum_asperum,14302,Erysimum_asperum,Erysimum asperum,2014-302,14302,26-May-14,Marx 2013-071,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Erysimum_asperum,Erysimum_asperum,Erysimum_asperum_14235,Erysimum_asperum_14235,Erysimum_asperum_14235,Erysimum_asperum,14235,Erysimum_asperum,Erysimum asperum,2014-235,14235,20-Feb-14,Zion  2012-037,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: treeline,Horstmann Peak,Sawtooth Mountains,0,1,10020,44.11012,-115.00285
Erythranthe_tilingii,Erythranthe_tilingii,Erythranthe_tilingii_14413,Erythranthe_tilingii_14413,Erythranthe_tilingii_14413,Erythranthe_tilingii,14413,Erythranthe_tilingii,Erythranthe tilingii,2014-413,14413,6-Jun-14,Marx 2013-207,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839
Erythranthe_tilingii,Erythranthe_tilingii,Erythranthe_tilingii_14574,Erythranthe_tilingii_14574,Erythranthe_tilingii_14574,Erythranthe_tilingii,14574,Erythranthe_tilingii,Erythranthe tilingii,2014-574,14574,12-Jun-14,Marx 2013-273,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403
Festuca_brachyphylla_subsp_brachyphylla,Festuca_brachyphylla_subsp_brachyphylla,Festuca_brachyphylla_subsp_brachyphylla_13566,Festuca_brachyphylla_subsp_brachyphylla_13566,Poa_sp_13566,Poa_sp,13566,Festuca_brachyphylla,Poa,2013-566,13566,30-Dec-13,Marx 2012-033,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681
Festuca_brachyphylla_subsp_brachyphylla,Festuca_brachyphylla_subsp_brachyphylla,Festuca_brachyphylla_subsp_brachyphylla_14318,Festuca_brachyphylla_subsp_brachyphylla_14318,Festuca_sp_14318,Festuca_sp,14318,Festuca_brachyphylla,Festuca sp.,2014-318,14318,30-May-14,Marx 2013-087,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Festuca_brachyphylla_subsp_brachyphylla,NA,NA,NA,NA,,,Festuca_brachyphylla,,,,,Marx 2013-156,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Festuca_brachyphylla_subsp_brachyphylla,Festuca_brachyphylla_subsp_brachyphylla,Festuca_brachyphylla_subsp_brachyphylla_14262,Festuca_brachyphylla_subsp_brachyphylla_14262,Festuca_sp_14262,Festuca_sp,14262,Festuca_brachyphylla,Festuca sp.,2014-262,14262,19-May-14,Marx 2013-168,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Festuca_brachyphylla_subsp_brachyphylla,Festuca_brachyphylla_subsp_brachyphylla,Festuca_brachyphylla_subsp_brachyphylla_14640,Festuca_brachyphylla_subsp_brachyphylla_14640,Unknown_14640,Unknown,14640,Festuca_brachyphylla,Unknown,2014-640,14640,24-Jun-14,Marx 2013-340,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Gentiana_calycosa,NA,NA,NA,NA,,,,,,,,Marx 2012-025,31-Jul-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14139,-115.01358
Gentiana_calycosa,Gentiana_calycosa,Gentiana_calycosa_14414,Gentiana_calycosa_14414,Gentiana_calycosa_14414,Gentiana_calycosa,14414,,Gentiana calycosa,2014-414,14414,6-Jun-14,Marx 2013-208,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839
Gentiana_calycosa,Gentiana_calycosa,Gentiana_calycosa_14577,Gentiana_calycosa_14577,Gentiana_calycosa_14577,Gentiana_calycosa,14577,,Gentiana calycosa,2014-577,14577,12-Jun-14,Marx 2013-276,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403
Gentiana_calycosa,NA,Gentiana_calycosa_14645,NA,Gentiana_calycosa_14645,,,,Gentiana calycosa,2014-645,14645,24-Jun-14,Marx 2013-346,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Gentiana_calycosa_var_obtusiloba,Gentiana_calycosa_var_obtusiloba,Gentiana_calycosa_var_obtusiloba_14032,Gentiana_calycosa_var_obtusiloba_14032,Gentiana_calycosa_var_obtusiloba_14032,Gentiana_calycosa_var_obtusiloba,14032,,Gentiana calycosa var. obtusiloba,2014-032,14032,15-Jan-14,Clevenger 2012-025,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358
Haplopappus_macronema,Haplopappus_macronema,Haplopappus_macronema_14342,Haplopappus_macronema_14342,Haplopappus_macronema_14342,Haplopappus_macronema,14342,,Haplopappus macronema,2014-342,14342,2-Jun-14,Marx 2013-111,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Haplopappus_macronema,Haplopappus_macronema,Haplopappus_macronema_14274,Haplopappus_macronema_14274,Haplopappus_macronema_14274,Haplopappus_macronema,14274,,Haplopappus macronema,2014-274,14274,19-May-14,Marx 2013-180,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Haplopappus_macronema,NA,NA,NA,NA,,NA,,Haplopappus macronema,2015-004,15004,26-Sep-14,Marx 2013-180,REXTRACTION,,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Haplopappus_macronema,Haplopappus_macronema,Haplopappus_macronema_14626,Haplopappus_macronema_14626,Haplopappus_macronema_14626,Haplopappus_macronema,14626,,Haplopappus macronema,2014-626,14626,18-Jun-14,Marx 2013-325,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Haplopappus_suffruticosus,Haplopappus_suffruticosus,Haplopappus_suffruticosus_14657,Haplopappus_suffruticosus_14657,Haplopappus_suffruticosus_14657,Haplopappus_suffruticosus,14657,,Haplopappus suffruticosus,2014-657,14657,24-Jun-14,Marx 2013-358,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Haplopappus_suffruticosus,NA,NA,NA,NA,,NA,,Haplopappus suffruticosus,2015-008,15008,26-Sep-14,Marx 2013-419,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Heuchera_parvifolia_var_dissecta,Heuchera_parvifolia_var_dissecta,Heuchera_parvifolia_var_dissecta_14320,Heuchera_parvifolia_var_dissecta_14320,Heuchera_parvifolia_var_dissecta_14320,Heuchera_parvifolia_var_dissecta,14320,Heuchera_parvifolia,Heuchera parvifolia var. dissecta,2014-320,14320,30-May-14,Marx 2013-089,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Heuchera_parvifolia_var_dissecta,Heuchera_parvifolia_var_dissecta,Heuchera_parvifolia_var_dissecta_14346,Heuchera_parvifolia_var_dissecta_14346,Heuchera_parvifolia_var_dissecta_14346,Heuchera_parvifolia_var_dissecta,14346,Heuchera_parvifolia,Heuchera parvifolia var. dissecta,2014-346,14346,2-Jun-14,Marx 2013-115,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Heuchera_parvifolia_var_dissecta,Heuchera_parvifolia_var_dissecta,Heuchera_parvifolia_var_dissecta_14250,Heuchera_parvifolia_var_dissecta_14250,Heuchera_parvifolia_var_dissecta_14250,Heuchera_parvifolia_var_dissecta,14250,Heuchera_parvifolia,Heuchera parvifolia var. dissecta,2014-250,14250,7-Mar-14,Marx 2013-155,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Heuchera_parvifolia_var_dissecta,Heuchera_parvifolia_var_dissecta,Heuchera_parvifolia_var_dissecta_14449,Heuchera_parvifolia_var_dissecta_14449,Heuchera_parvifolia_var_dissecta_14449,Heuchera_parvifolia_var_dissecta,14449,Heuchera_parvifolia,Heuchera parvifolia var. dissecta,2014-449,14449,10-Jun-14,Marx 2013-247,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Heuchera_parvifolia_var_dissecta,Heuchera_parvifolia_var_dissecta,Heuchera_parvifolia_var_dissecta_14625,Heuchera_parvifolia_var_dissecta_14625,Heuchera_parvifolia_var_dissecta_14625,Heuchera_parvifolia_var_dissecta,14625,Heuchera_parvifolia,Heuchera parvifolia var. dissecta,2014-625,14625,18-Jun-14,Marx 2013-324,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Heuchera_parvifolia_var_dissecta,Heuchera_parvifolia_var_dissecta,Heuchera_parvifolia_var_dissecta_14216,Heuchera_parvifolia_var_dissecta_14216,Heuchera_parvifolia_var_dissecta_14216,Heuchera_parvifolia_var_dissecta,14216,Heuchera_parvifolia,Heuchera parvifolia var. dissecta,2014-216,14216,20-Feb-14,Zion  2012-018,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Hieracium_triste,Hieracium_triste,Hieracium_triste_14017,Hieracium_triste_14017,Hieracium_triste_14017,Hieracium_triste,14017,Hieracium_triste,Hieracium triste,2014-017,14017,7-Jan-14,Clevenger 2012-008,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358
Hieracium_triste,Hieracium_triste,Hieracium_triste_14299,Hieracium_triste_14299,Hieracium_triste_14299,Hieracium_triste,14299,Hieracium_triste,Hieracium triste,2014-299,14299,26-May-14,Marx 2013-068,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Hulsea_algida,Hulsea_algida,Hulsea_algida_13545,Hulsea_algida_13545,Hulsea_algida_13545,Hulsea_algida,13545,Hulsea_algida,Hulsea algida,2013-545,13545,10-Dec-13,Marx 2012-010,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: SW slope heading down from summit,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01
Hulsea_algida,Hulsea_algida,Hulsea_algida_13575,Hulsea_algida_13575,Hulsea_algida_13575,Hulsea_algida,13575,Hulsea_algida,Hulsea algida,2013-575,13575,30-Dec-13,Marx 2012-042,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681
Hulsea_algida,Hulsea_algida,Hulsea_algida_14321,Hulsea_algida_14321,Hulsea_algida_14321,Hulsea_algida,14321,Hulsea_algida,Hulsea algida,2014-321,14321,30-May-14,Marx 2013-090,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Hulsea_algida,Hulsea_algida,Hulsea_algida_14365,Hulsea_algida_14365,Hulsea_algida_14365,Hulsea_algida,14365,Hulsea_algida,Hulsea algida,2014-365,14365,2-Jun-14,Marx 2013-139,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: collected at second treeline only,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Hulsea_algida,Hulsea_algida,Hulsea_algida_14276,Hulsea_algida_14276,Hulsea_algida_14276,Hulsea_algida,14276,Hulsea_algida,Hulsea algida,2014-276,14276,19-May-14,Marx 2013-182,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Hulsea_algida,Hulsea_algida,Hulsea_algida_14459,Hulsea_algida_14459,Hulsea_algida_14459,Hulsea_algida,14459,Hulsea_algida,Hulsea algida,2014-459,14459,10-Jun-14,Marx 2013-257,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Hulsea_algida,Hulsea_algida,Hulsea_algida_14627,Hulsea_algida_14627,Hulsea_algida_14627,Hulsea_algida,14627,Hulsea_algida,Hulsea algida,2014-627,14627,18-Jun-14,Marx 2013-326,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Hulsea_algida,Hulsea_algida,Hulsea_algida_14222,Hulsea_algida_14222,Hulsea_algida_14222,Hulsea_algida,14222,Hulsea_algida,Hulsea algida,2014-222,14222,20-Feb-14,Zion  2012-024,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Ivesia_gordonii,Ivesia_gordonii,Ivesia_gordonii_14024,Ivesia_gordonii_14024,Ivesia_gordonii_14024,Ivesia_gordonii,14024,Potentilla_gordonii,Ivesia gordonii,2014-024,14024,15-Jan-14,Clevenger 2012-017,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358
Ivesia_gordonii,Ivesia_gordonii,Ivesia_gordonii_13559,Ivesia_gordonii_13559,Ivesia_gordonii_13559,Ivesia_gordonii,13559,Potentilla_gordonii,Ivesia gordonii,2013-559,13559,24-Dec-13,Marx 2012-026,31-Jul-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14139,-115.01358
Ivesia_gordonii,Ivesia_gordonii,Ivesia_gordonii_14347,Ivesia_gordonii_14347,Ivesia_gordonii_14347,Ivesia_gordonii,14347,Potentilla_gordonii,Ivesia gordonii,2014-347,14347,2-Jun-14,Marx 2013-116,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: along west face and south ridge line (trail to summit),Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Ivesia_gordonii,Ivesia_gordonii,Ivesia_gordonii_14613,Ivesia_gordonii_14613,Ivesia_gordonii_14613,Ivesia_gordonii,14613,Potentilla_gordonii,Ivesia gordonii,2014-613,14613,18-Jun-14,Marx 2013-312,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Ivesia_gordonii,Ivesia_gordonii,Ivesia_gordonii_14664,Ivesia_gordonii_14664,Ivesia_gordonii_14664,Ivesia_gordonii,14664,Potentilla_gordonii,Ivesia gordonii,2014-664,14664,24-Jun-14,Marx 2013-365,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Juncus_drummondii,Juncus_drummondii,Juncus_drummondii_14025,Juncus_drummondii_14025,Luzula_sp_14025,Luzula_sp,14025,Juncus_drummondii,Luzula,2014-025,14025,15-Jan-14,Clevenger 2012-018,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358
Juncus_drummondii,NA,Juncus_drummondii_14324,NA,Luzula_hitchcockii_14324,,,Juncus_drummondii,Luzula hitchcockii_,2014-324,14324,30-May-14,Marx 2013-093,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Juncus_drummondii,Poa_sp,Poa_sp_14590,Poa_sp_14590,Juncus_sp_14590,Juncus_sp,14590,,Juncus sp.,2014-590,14590,12-Jun-14,Marx 2013-289,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403
Juncus_drummondii,Juncus_drummondii,Juncus_drummondii_14129,Juncus_drummondii_14129,Luzula_sp_14129,Luzula_sp,14129,Juncus_drummondii,Luzula,2014-129,14129,10-Feb-14,Zion  2012-007,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Juncus_paryii,Juncus_paryii,Juncus_paryii_14325,Juncus_paryii_14325,Juncus_sp_14325,Juncus_sp,14325,,Juncus sp.,2014-325,14325,30-May-14,Marx 2013-094,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Juncus_paryii,NA,NA,NA,NA,,,,,,,,Marx 2013-133,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: collected at second treeline only,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Juncus_paryii,Juncus_paryii,Juncus_paryii_14263,Juncus_paryii_14263,Juncus_sp_14263,Juncus_sp,14263,,Juncus sp.,2014-263,14263,19-May-14,Marx 2013-169,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Juncus_paryii,Juncus_paryii,Juncus_paryii_14440,Juncus_paryii_14440,Juncus_sp_14440,Juncus_sp,14440,,Juncus sp.,2014-440,14440,10-Jun-14,Marx 2013-238,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Juncus_paryii,Juncus_paryii,Juncus_paryii_14658,Juncus_paryii_14658,Juncus_sp_14658,Juncus_sp,14658,,Juncus sp.,2014-658,14658,24-Jun-14,Marx 2013-359,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Juncus_paryii,Juncus_paryii,Juncus_paryii_14228,Juncus_paryii_14228,Luzula_sp_14228,Luzula_sp,14228,,Luzula,2014-228,14228,20-Feb-14,Zion  2012-030,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Juniperus_communis,Juniperus_communis,Juniperus_communis_14031,Juniperus_communis_14031,Juniperus_communis_14031,Juniperus_communis,14031,Juniperus_communis,Juniperus communis ,2014-031,14031,15-Jan-14,Clevenger 2012-024,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358
Juniperus_communis,Juniperus_communis,Juniperus_communis_14330,Juniperus_communis_14330,Juniperus_communis_14330,Juniperus_communis,14330,Juniperus_communis,Juniperus communis ,2014-330,14330,30-May-14,Marx 2013-099,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Juniperus_communis,Juniperus_communis,Juniperus_communis_14285,Juniperus_communis_14285,Juniperus_communis_14285,Juniperus_communis,14285,Juniperus_communis,Juniperus communis,2014-285,14285,26-May-14,Marx 2013-191,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Juniperus_communis,Juniperus_communis,Juniperus_communis_14233,Juniperus_communis_14233,Juniperus_communis_14233,Juniperus_communis,14233,Juniperus_communis,Juniperus communis ,2014-233,14233,20-Feb-14,Zion  2012-035,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Lewisia_pygmaea_var_pygmara,Lewisia_pygmaea_var_pygmara,Lewisia_pygmaea_var_pygmara_14010,Lewisia_pygmaea_var_pygmara_14010,Lewisia_pygmaea_var_pygmara_14010,Lewisia_pygmaea_var_pygmara,14010,Lewisia_pygmaea,Lewisia pygmaea var. pygmara,2014-010,14010,7-Jan-14,Clevenger 2012-001,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358
Lewisia_pygmaea_var_pygmara,Lewisia_pygmaea_var_pygmara,Lewisia_pygmaea_var_pygmara_14592,Lewisia_pygmaea_var_pygmara_14592,Lewisia_pygmaea_var_pygmara_14592,Lewisia_pygmaea_var_pygmara,14592,Lewisia_pygmaea,Lewisia pygmaea var. pygmara,2014-592,14592,12-Jun-14,Marx 2013-291,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403
Lomatium_idahoense,Lomatium_idahoense,Lomatium_idahoense_14134,Lomatium_idahoense_14134,Lomatium_sp_14134,Lomatium_sp,14134,Lomatium_idahoensis,Lomatium sp. ,2014-134,14134,10-Feb-14,Zion  2012-012,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Lomatium_idahoense,Lomatium_idahoense,Lomatium_idahoense_14246,Lomatium_idahoense_14246,Lomatium_idahoensis_14246,Lomatium_idahoensis,14246,Lomatium_idahoensis,Lomatium idahoensis,2014-246,14246,7-Mar-14,Marx 2013-151,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Lupinus_argenteus_var_depressus,Lupinus_argenteus_var_depressus,Lupinus_argenteus_var_depressus_14286,Lupinus_argenteus_var_depressus_14286,Lupinus_argenteus_var_depressus_14286,Lupinus_argenteus_var_depressus,14286,Lupinus_argenteus,Lupinus argenteus_var._depressus_,2014-286,14286,26-May-14,Marx 2013-192,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Lupinus_argenteus_var_depressus,Lupinus_argenteus_var_depressus,Lupinus_argenteus_var_depressus_14408,Lupinus_argenteus_var_depressus_14408,Lupinus_argenteus_var_depressus_14408,Lupinus_argenteus_var_depressus,14408,Lupinus_argenteus,Lupinus argenteus_var._depressus_,2014-408,14408,6-Jun-14,Marx 2013-202,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839
Lupinus_argenteus_var_depressus,Lupinus_argenteus_var_depressus,Lupinus_argenteus_var_depressus_14647,Lupinus_argenteus_var_depressus_14647,Lupinus_argenteus_var_depressus_14647,Lupinus_argenteus_var_depressus,14647,Lupinus_argenteus,Lupinus argenteus_var._depressus_,2014-647,14647,24-Jun-14,Marx 2013-348,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Luzula_piperi,Luzula_piperi,Luzula_piperi_13572,Luzula_piperi_13572,Juncus_sp_13572,Juncus_sp,13572,Luzula_piperi,Juncus,2013-572,13572,30-Dec-13,Marx 2012-039,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681
Luzula_piperi,Trisetum_sp,Trisetum_sp_14295,Trisetum_sp_14295,Luzula_sp_14295,Luzula_sp,14295,,Luzula sp.,2014-295,14295,26-May-14,Marx 2013-063,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
