"","SampleID","PrimerPairID","BarcodeID","ProjectID","MiSeqRun"
"2592","Hulsea_algida_14321","ndhF3","Golf299","ndhF_1318_3",160222
"2593","Hulsea_algida_14365","rbcL_5","Hotel345","rbcL",150807
"2594","Hulsea_algida_14365","ITS","Bravo63","ITS",150807
"2595","Hulsea_algida_14365","trnLF","Delta150","trn_cf",150807
"2596","Hulsea_algida_14365","atpB2","Hotel345","atpB_S766R_S3",160222
"2597","Hulsea_algida_14365","atpB","Foxtrot249","atpB_S1494R_S611",160222
"2598","Hulsea_algida_14365","trnT","Delta153","trn_ab",150807
"2599","Hulsea_algida_14365","matK","Foxtrot249","matK_1F_4R",160222
"2600","Hulsea_algida_14365","ndhF2","Foxtrot249","ndhF_803_1318",160222
"2601","Hulsea_algida_14365","matK2","Hotel345","matK_3F_3R",160222
"2602","Hulsea_algida_14365","ndhF","Hotel345","ndhF_5_803",160222
"2603","Hulsea_algida_14365","ndhF3","Hotel345","ndhF_1318_3",160222
"2604","Hulsea_algida_14459","ndhF2","Golf304","ndhF_803_1318",160222
"2605","Hulsea_algida_14459","rbcL_5","Echo208","rbcL",150807
"2606","Hulsea_algida_14459","ndhF3","Echo208","ndhF_1318_3",160222
"2607","Hulsea_algida_14459","matK","Golf304","matK_1F_4R",160222
"2608","Hulsea_algida_14459","trnLF","Echo213","trn_cf",150807
"2609","Hulsea_algida_14459","atpB2","Echo208","atpB_S766R_S3",160222
"2610","Hulsea_algida_14459","matK2","Echo208","matK_3F_3R",160222
"2611","Hulsea_algida_14459","trnT","Echo208","trn_ab",150807
"2612","Hulsea_algida_14459","atpB","India400","atpB_S1494R_S611",160222
"2613","Hulsea_algida_14459","ITS","Echo215","ITS",150807
"2614","Hulsea_algida_14459","ndhF","Echo208","ndhF_5_803",160222
"2615","Hulsea_algida_14627","matK2","Foxtrot282","matK_3F_3R",160222
"2616","Hulsea_algida_14627","atpB2","Foxtrot282","atpB_S766R_S3",160222
"2617","Hulsea_algida_14627","matK","Hotel378","matK_1F_4R",160222
"2618","Hulsea_algida_14627","trnLF","Foxtrot287","trn_cf",150807
"2619","Hulsea_algida_14627","rbcL_5","Foxtrot282","rbcL",150807
"2620","Hulsea_algida_14627","trnT","Foxtrot282","trn_ab",150807
"2621","Hulsea_algida_14627","atpB","Juliett474","atpB_S1494R_S611",160222
"2622","Hulsea_algida_14627","ndhF","Foxtrot282","ndhF_5_803",160222
"2623","Hulsea_algida_14627","ndhF2","Hotel378","ndhF_803_1318",160222
"2624","Hulsea_algida_14627","ndhF3","Foxtrot282","ndhF_1318_3",160222
"2625","Hulsea_algida_14627","ITS","Kilo482","ITS",160222
"2626","Ivesia_gordonii_13559","ITS","Echo214","ITS",141219
"2627","Ivesia_gordonii_13559","ndhF3","Kilo500","ndhF_1318_3",160222
"2628","Ivesia_gordonii_13559","matK2","Kilo500","matK_3F_3R",160222
"2629","Ivesia_gordonii_13559","trnLF","Golf317","trnL_cf",141219
"2630","Ivesia_gordonii_13559","atpB2","Kilo500","atpB_S766R_S3",160222
"2631","Ivesia_gordonii_13559","atpB","Alpha20","atpB_S1494R_S611",160222
"2632","Ivesia_gordonii_13559","matK","Alpha20","matK_1F_4R",160222
"2633","Ivesia_gordonii_13559","trnT","Golf308","trn_ab",150807
"2634","Ivesia_gordonii_13559","rbcL_5","Kilo500","rbcL",150807
"2635","Ivesia_gordonii_13559","ndhF","Kilo500","ndhF_5_803",160222
"2636","Ivesia_gordonii_13559","ndhF2","Alpha20","ndhF_803_1318",160222
"2637","Ivesia_gordonii_14024","ndhF","Lima553","ndhF_5_803",160222
"2638","Ivesia_gordonii_14024","ITS","Foxtrot261","ITS",141219
"2639","Ivesia_gordonii_14024","matK","Bravo73","matK_1F_4R",160222
"2640","Ivesia_gordonii_14024","trnLF","Hotel363","trnL_cf",141219
"2641","Ivesia_gordonii_14024","ndhF2","Bravo73","ndhF_803_1318",160222
"2642","Ivesia_gordonii_14024","matK2","Lima553","matK_3F_3R",160222
"2643","Ivesia_gordonii_14024","trnT","Hotel361","trn_ab",150807
"2644","Ivesia_gordonii_14024","atpB2","Lima553","atpB_S766R_S3",160222
"2645","Ivesia_gordonii_14024","rbcL_5","Lima553","rbcL",150807
"2646","Ivesia_gordonii_14024","atpB","Bravo73","atpB_S1494R_S611",160222
"2647","Ivesia_gordonii_14024","ndhF3","Lima553","ndhF_1318_3",160222
"2648","Ivesia_gordonii_14347","rbcL_5","Golf320","rbcL",150807
"2649","Ivesia_gordonii_14347","atpB2","Golf320","atpB_S766R_S3",160222
"2650","Ivesia_gordonii_14347","ndhF2","Echo224","ndhF_803_1318",160222
"2651","Ivesia_gordonii_14347","matK2","Golf320","matK_3F_3R",160222
"2652","Ivesia_gordonii_14347","trnT","Charlie128","trn_ab",150807
"2653","Ivesia_gordonii_14347","ndhF3","Golf320","ndhF_1318_3",160222
"2654","Ivesia_gordonii_14347","trnLF","Charlie140","trn_cf",150807
"2655","Ivesia_gordonii_14347","matK","Echo224","matK_1F_4R",160222
"2656","Ivesia_gordonii_14347","atpB","Echo224","atpB_S1494R_S611",160222
"2657","Ivesia_gordonii_14347","ndhF","Golf320","ndhF_5_803",160222
"2658","Ivesia_gordonii_14347","ITS","Alpha46","ITS",150807
"2659","Ivesia_gordonii_14613","matK","Hotel363","matK_1F_4R",160222
"2660","Ivesia_gordonii_14613","ndhF","Foxtrot267","ndhF_5_803",160222
"2661","Ivesia_gordonii_14613","ndhF3","Foxtrot267","ndhF_1318_3",160222
"2662","Ivesia_gordonii_14613","matK2","Foxtrot267","matK_3F_3R",160222
"2663","Ivesia_gordonii_14613","rbcL_5","Foxtrot267","rbcL",150807
"2664","Ivesia_gordonii_14613","trnT","Foxtrot267","trn_ab",150807
"2665","Ivesia_gordonii_14613","atpB2","Foxtrot267","atpB_S766R_S3",160222
"2666","Ivesia_gordonii_14613","ndhF2","Hotel363","ndhF_803_1318",160222
"2667","Ivesia_gordonii_14613","trnLF","Foxtrot272","trn_cf",150807
"2668","Ivesia_gordonii_14613","atpB","Juliett459","atpB_S1494R_S611",160222
"2669","Ivesia_gordonii_14613","ITS","Foxtrot282","ITS",150807
"2670","Ivesia_gordonii_14664","matK","India413","matK_1F_4R",160222
"2671","Ivesia_gordonii_14664","ndhF3","Charlie125","ndhF_1318_3",160222
"2672","Ivesia_gordonii_14664","atpB2","Charlie125","atpB_S766R_S3",160222
"2673","Ivesia_gordonii_14664","trnT","India413","trn_ab",150807
"2674","Ivesia_gordonii_14664","matK2","Charlie125","matK_3F_3R",160222
"2675","Ivesia_gordonii_14664","ndhF2","India413","ndhF_803_1318",160222
"2676","Ivesia_gordonii_14664","rbcL_5","Alpha29","rbcL",150807
"2677","Ivesia_gordonii_14664","atpB","Kilo509","atpB_S1494R_S611",160222
"2678","Ivesia_gordonii_14664","ndhF","Charlie125","ndhF_5_803",160222
"2679","Ivesia_gordonii_14664","trnLF","Kilo522","trn_cf",150807
"2680","Ivesia_gordonii_14664","ITS","Kilo524","ITS",160222
"2681","Luzula_spicata_13547","ndhF2","Alpha15","ndhF_803_1318",160222
"2682","Luzula_spicata_13547","atpB2","Kilo495","atpB_S766R_S3",160222
"2683","Luzula_spicata_13547","ITS","Echo207","ITS",141219
"2684","Luzula_spicata_13547","matK","Alpha15","matK_1F_4R",160222
"2685","Luzula_spicata_13547","rbcL_5","Kilo495","rbcL",150807
"2686","Luzula_spicata_13547","matK2","Kilo495","matK_3F_3R",160222
"2687","Luzula_spicata_13547","atpB","Alpha15","atpB_S1494R_S611",160222
"2688","Luzula_spicata_13547","trnT","Golf303","trn_ab",150807
"2689","Luzula_spicata_13547","ndhF","Kilo495","ndhF_5_803",160222
"2690","Luzula_spicata_13547","ndhF3","Kilo495","ndhF_1318_3",160222
"2691","Luzula_spicata_13547","trnLF","Golf303","trnL_cf",141219
"2692","Luzula_piperi_13572","matK2","Kilo522","matK_3F_3R",160222
"2693","Luzula_piperi_13572","ndhF2","Alpha42","ndhF_803_1318",160222
"2694","Luzula_piperi_13572","atpB","Alpha42","atpB_S1494R_S611",160222
"2695","Luzula_piperi_13572","ndhF3","Kilo522","ndhF_1318_3",160222
"2696","Luzula_piperi_13572","matK","Alpha42","matK_1F_4R",160222
"2697","Luzula_piperi_13572","rbcL_5","Kilo522","rbcL",150807
"2698","Luzula_piperi_13572","atpB2","Kilo522","atpB_S766R_S3",160222
"2699","Luzula_piperi_13572","ITS","Echo236","ITS",141219
"2700","Luzula_piperi_13572","trnLF","Golf324","trnL_cf",141219
"2701","Luzula_piperi_13572","trnT","Golf330","trn_ab",150807
"2702","Luzula_piperi_13572","ndhF","Kilo522","ndhF_5_803",160222
"2703","Luzula_spicata_14003","atpB2","Kilo527","atpB_S766R_S3",160222
"2704","Luzula_spicata_14003","trnT","Golf335","trn_ab",150807
"2705","Luzula_spicata_14003","matK2","Kilo527","matK_3F_3R",160222
"2706","Luzula_spicata_14003","rbcL_5","Kilo527","rbcL",150807
"2707","Luzula_spicata_14003","ndhF","Kilo527","ndhF_5_803",160222
"2708","Luzula_spicata_14003","atpB","Alpha47","atpB_S1494R_S611",160222
"2709","Luzula_spicata_14003","matK","Alpha47","matK_1F_4R",160222
"2710","Luzula_spicata_14003","trnLF","Hotel345","trnL_cf",141219
"2711","Luzula_spicata_14003","ITS","Foxtrot250","ITS",141219
"2712","Luzula_spicata_14003","ndhF3","Kilo527","ndhF_1318_3",160222
"2713","Luzula_spicata_14003","ndhF2","Alpha47","ndhF_803_1318",160222
"2714","Juncus_paryii_14263","rbcL_5","India423","rbcL",150807
"2715","Juncus_paryii_14263","ITS","Juliett442","ITS",150807
"2716","Juncus_paryii_14263","matK2","India423","matK_3F_3R",160222
"2717","Juncus_paryii_14263","matK","Charlie135","matK_1F_4R",160222
"2718","Juncus_paryii_14263","atpB","Charlie135","atpB_S1494R_S611",160222
"2719","Juncus_paryii_14263","ndhF","India423","ndhF_5_803",160222
"2720","Juncus_paryii_14263","trnT","Alpha39","trn_ab",150807
"2721","Juncus_paryii_14263","ndhF2","Charlie135","ndhF_803_1318",160222
"2722","Juncus_paryii_14263","atpB2","India423","atpB_S766R_S3",160222
"2723","Juncus_paryii_14263","ndhF3","India423","ndhF_1318_3",160222
"2724","Juncus_paryii_14263","trnLF","Bravo50","trn_cf",150807
"2725","Juncus_paryii_14325","rbcL_5","Golf301","rbcL",150807
"2726","Juncus_paryii_14325","matK","Echo205","matK_1F_4R",160222
"2727","Juncus_paryii_14325","trnT","Charlie109","trn_ab",150807
"2728","Juncus_paryii_14325","ndhF","Golf301","ndhF_5_803",160222
"2729","Juncus_paryii_14325","atpB","Echo205","atpB_S1494R_S611",160222
"2730","Juncus_paryii_14325","matK2","Golf301","matK_3F_3R",160222
"2731","Juncus_paryii_14325","ndhF3","Golf301","ndhF_1318_3",160222
"2732","Juncus_paryii_14325","ITS","Alpha17","ITS",150807
"2733","Juncus_paryii_14325","trnLF","Charlie121","trn_cf",150807
"2734","Juncus_paryii_14325","atpB2","Golf301","atpB_S766R_S3",160222
"2735","Juncus_paryii_14325","ndhF2","Echo205","ndhF_803_1318",160222
"2736","Juncus_paryii_14440","matK","Foxtrot286","matK_1F_4R",160222
"2737","Juncus_paryii_14440","rbcL_5","Hotel382","rbcL",150807
"2738","Juncus_paryii_14440","atpB","Foxtrot286","atpB_S1494R_S611",160222
"2739","Juncus_paryii_14440","trnLF","Echo203","trn_cf",150807
"2740","Juncus_paryii_14440","ndhF3","Hotel382","ndhF_1318_3",160222
"2741","Juncus_paryii_14440","ITS","Echo205","ITS",150807
"2742","Juncus_paryii_14440","matK2","Hotel382","matK_3F_3R",160222
"2743","Juncus_paryii_14440","trnT","Delta190","trn_ab",150807
"2744","Juncus_paryii_14440","ndhF","Hotel382","ndhF_5_803",160222
"2745","Juncus_paryii_14440","atpB2","Hotel382","atpB_S766R_S3",160222
"2746","Juncus_paryii_14440","ndhF2","Foxtrot286","ndhF_803_1318",160222
"2747","Poa_sp_14590","atpB2","Echo232","atpB_S766R_S3",160222
"2748","Poa_sp_14590","matK","Golf328","matK_1F_4R",160222
"2749","Poa_sp_14590","ndhF3","Echo232","ndhF_1318_3",160222
"2750","Poa_sp_14590","trnT","Echo232","trn_ab",150807
"2751","Poa_sp_14590","trnLF","Foxtrot245","trn_cf",150807
"2752","Poa_sp_14590","atpB","India424","atpB_S1494R_S611",160222
"2753","Poa_sp_14590","ndhF2","Golf328","ndhF_803_1318",160222
"2754","Poa_sp_14590","ndhF","Echo232","ndhF_5_803",160222
"2755","Poa_sp_14590","ITS","Foxtrot247","ITS",150807
"2756","Poa_sp_14590","matK2","Echo232","matK_3F_3R",160222
"2757","Poa_sp_14590","rbcL_5","Echo232","rbcL",150807
"2758","Luzula_spicata_14637","ndhF","Foxtrot287","ndhF_5_803",160222
"2759","Luzula_spicata_14637","trnLF","Kilo485","trn_cf",150807
"2760","Luzula_spicata_14637","atpB","Juliett479","atpB_S1494R_S611",160222
"2761","Luzula_spicata_14637","atpB2","Foxtrot287","atpB_S766R_S3",160222
"2762","Luzula_spicata_14637","ITS","Kilo487","ITS",160222
"2763","Luzula_spicata_14637","matK2","Foxtrot287","matK_3F_3R",160222
"2764","Luzula_spicata_14637","rbcL_5","Foxtrot287","rbcL",150807
"2765","Luzula_spicata_14637","ndhF2","Hotel383","ndhF_803_1318",160222
"2766","Luzula_spicata_14637","ndhF3","Foxtrot287","ndhF_1318_3",160222
"2767","Luzula_spicata_14637","matK","Hotel383","matK_1F_4R",160222
"2768","Luzula_spicata_14637","trnT","Foxtrot287","trn_ab",150807
"2769","Juncus_paryii_14658","matK","India410","matK_1F_4R",160222
"2770","Juncus_paryii_14658","atpB2","Charlie122","atpB_S766R_S3",160222
"2771","Juncus_paryii_14658","ndhF2","India410","ndhF_803_1318",160222
"2772","Juncus_paryii_14658","ndhF3","Charlie122","ndhF_1318_3",160222
"2773","Juncus_paryii_14658","rbcL_5","Alpha26","rbcL",150807
"2774","Juncus_paryii_14658","trnT","India410","trn_ab",150807
"2775","Juncus_paryii_14658","ndhF","Charlie122","ndhF_5_803",160222
"2776","Juncus_paryii_14658","matK2","Charlie122","matK_3F_3R",160222
"2777","Juncus_paryii_14658","atpB","Kilo506","atpB_S1494R_S611",160222
"2778","Juncus_paryii_14658","ITS","Kilo521","ITS",160222
"2779","Juncus_paryii_14658","trnLF","Kilo511","trn_cf",150807
"2780","Juniperus_communis_14031","trnLF","Hotel359","trnL_cf",141219
"2781","Juniperus_communis_14031","atpB2","Lima549","atpB_S766R_S3",160222
"2782","Juniperus_communis_14031","atpB","Bravo69","atpB_S1494R_S611",160222
"2783","Juniperus_communis_14031","ndhF2","Bravo69","ndhF_803_1318",160222
"2784","Juniperus_communis_14031","ITS","Foxtrot273","ITS",141219
"2785","Juniperus_communis_14031","trnT","Hotel357","trn_ab",150807
"2786","Juniperus_communis_14031","ndhF3","Lima549","ndhF_1318_3",160222
"2787","Juniperus_communis_14031","matK2","Lima549","matK_3F_3R",160222
"2788","Juniperus_communis_14031","matK","Bravo69","matK_1F_4R",160222
"2789","Juniperus_communis_14031","rbcL_5","Lima549","rbcL",150807
"2790","Juniperus_communis_14031","ndhF","Lima549","ndhF_5_803",160222
"2791","Juniperus_communis_14233","atpB","Charlie112","atpB_S1494R_S611",160222
"2792","Juniperus_communis_14233","trnLF","Alpha26","trn_cf",150807
"2793","Juniperus_communis_14233","trnT","Alpha16","trn_ab",150807
"2794","Juniperus_communis_14233","ndhF2","Charlie112","ndhF_803_1318",160222
"2795","Juniperus_communis_14233","rbcL_5","India400","rbcL",150807
"2796","Juniperus_communis_14233","matK","Charlie112","matK_1F_4R",160222
"2797","Juniperus_communis_14233","ITS","India404","ITS",150807
"2798","Juniperus_communis_14233","atpB2","India400","atpB_S766R_S3",160222
"2799","Juniperus_communis_14233","ndhF","India400","ndhF_5_803",160222
"2800","Juniperus_communis_14233","ndhF3","India400","ndhF_1318_3",160222
"2801","Juniperus_communis_14233","matK2","India400","matK_3F_3R",160222
"2802","Juniperus_communis_14285","atpB2","Juliett449","atpB_S766R_S3",160222
"2803","Juniperus_communis_14285","ITS","Juliett460","ITS",150807
"2804","Juniperus_communis_14285","matK","Delta161","matK_1F_4R",160222
"2805","Juniperus_communis_14285","ndhF3","Juliett449","ndhF_1318_3",160222
"2806","Juniperus_communis_14285","atpB","Delta161","atpB_S1494R_S611",160222
"2807","Juniperus_communis_14285","ndhF","Juliett449","ndhF_5_803",160222
"2808","Juniperus_communis_14285","trnLF","Bravo69","trn_cf",150807
"2809","Juniperus_communis_14285","trnT","Bravo65","trn_ab",150807
"2810","Juniperus_communis_14285","rbcL_5","Juliett449","rbcL",150807
"2811","Juniperus_communis_14285","matK2","Juliett449","matK_3F_3R",160222
"2812","Juniperus_communis_14285","ndhF2","Delta161","ndhF_803_1318",160222
"2813","Juniperus_communis_14330","atpB2","Golf296","atpB_S766R_S3",160222
"2814","Juniperus_communis_14330","ITS","Alpha27","ITS",150807
"2815","Juniperus_communis_14330","ndhF","Golf296","ndhF_5_803",160222
"2816","Juniperus_communis_14330","trnT","Charlie104","trn_ab",150807
"2817","Juniperus_communis_14330","rbcL_5","Golf296","rbcL",150807
"2818","Juniperus_communis_14330","atpB","Echo200","atpB_S1494R_S611",160222
"2819","Juniperus_communis_14330","trnLF","Charlie116","trn_cf",150807
"2820","Juniperus_communis_14330","ndhF3","Golf296","ndhF_1318_3",160222
"2821","Juniperus_communis_14330","matK","Echo200","matK_1F_4R",160222
"2822","Juniperus_communis_14330","ndhF2","Echo200","ndhF_803_1318",160222
"2823","Juniperus_communis_14330","matK2","Golf296","matK_3F_3R",160222
"2824","Lewisia_pygmaea_var_pygmara_14010","trnT","Hotel339","trn_ab",150807
"2825","Lewisia_pygmaea_var_pygmara_14010","trnLF","Hotel341","trnL_cf",141219
"2826","Lewisia_pygmaea_var_pygmara_14010","ndhF2","Bravo51","ndhF_803_1318",160222
"2827","Lewisia_pygmaea_var_pygmara_14010","atpB","Bravo51","atpB_S1494R_S611",160222
"2828","Lewisia_pygmaea_var_pygmara_14010","ndhF","Lima531","ndhF_5_803",160222
"2829","Lewisia_pygmaea_var_pygmara_14010","ndhF3","Lima531","ndhF_1318_3",160222
"2830","Lewisia_pygmaea_var_pygmara_14010","rbcL_5","Lima531","rbcL",150807
"2831","Lewisia_pygmaea_var_pygmara_14010","atpB2","Lima531","atpB_S766R_S3",160222
"2832","Lewisia_pygmaea_var_pygmara_14010","matK","Bravo51","matK_1F_4R",160222
"2833","Lewisia_pygmaea_var_pygmara_14010","matK2","Lima531","matK_3F_3R",160222
"2834","Lewisia_pygmaea_var_pygmara_14010","ITS","Foxtrot246","ITS",141219
"2835","Lewisia_pygmaea_var_pygmara_14592","trnT","Foxtrot241","trn_ab",150807
"2836","Lewisia_pygmaea_var_pygmara_14592","atpB2","Foxtrot241","atpB_S766R_S3",160222
"2837","Lewisia_pygmaea_var_pygmara_14592","matK2","Foxtrot241","matK_3F_3R",160222
"2838","Lewisia_pygmaea_var_pygmara_14592","ndhF2","Hotel337","ndhF_803_1318",160222
"2839","Lewisia_pygmaea_var_pygmara_14592","ndhF","Foxtrot241","ndhF_5_803",160222
"2840","Lewisia_pygmaea_var_pygmara_14592","matK","Hotel337","matK_1F_4R",160222
"2841","Lewisia_pygmaea_var_pygmara_14592","atpB","Juliett433","atpB_S1494R_S611",160222
"2842","Lewisia_pygmaea_var_pygmara_14592","trnLF","Foxtrot246","trn_cf",150807
"2843","Lewisia_pygmaea_var_pygmara_14592","rbcL_5","Foxtrot241","rbcL",150807
"2844","Lewisia_pygmaea_var_pygmara_14592","ndhF3","Foxtrot241","ndhF_1318_3",160222
"2845","Lewisia_pygmaea_var_pygmara_14592","ITS","Foxtrot248","ITS",150807
"2846","Lomatium_idahoense_14246","matK2","India414","matK_3F_3R",160222
"2847","Lomatium_idahoense_14246","atpB2","India414","atpB_S766R_S3",160222
"2848","Lomatium_idahoense_14246","ITS","India418","ITS",150807
"2849","Lomatium_idahoense_14246","trnT","Alpha30","trn_ab",150807
"2850","Lomatium_idahoense_14246","ndhF3","India414","ndhF_1318_3",160222
"2851","Lomatium_idahoense_14246","trnLF","Alpha33","trn_cf",150807
"2852","Lomatium_idahoense_14246","rbcL_5","India414","rbcL",150807
"2853","Lomatium_idahoense_14246","ndhF","India414","ndhF_5_803",160222
"2854","Lomatium_idahoense_14246","ndhF2","Charlie126","ndhF_803_1318",160222
"2855","Lomatium_idahoense_14246","atpB","Charlie126","atpB_S1494R_S611",160222
"2856","Lomatium_idahoense_14246","matK","Charlie126","matK_1F_4R",160222
"2857","Lomatium_idahoense_14134","matK2","Lima572","matK_3F_3R",160222
"2858","Lomatium_idahoense_14134","ITS","Foxtrot288","ITS",141219
"2859","Lomatium_idahoense_14134","matK","Bravo92","matK_1F_4R",160222
"2860","Lomatium_idahoense_14134","trnT","Hotel380","trn_ab",150807
"2861","Lomatium_idahoense_14134","rbcL_5","Lima572","rbcL",150807
"2862","Lomatium_idahoense_14134","trnLF","Hotel382","trnL_cf",141219
"2863","Lomatium_idahoense_14134","ndhF","Lima572","ndhF_5_803",160222
"2864","Lomatium_idahoense_14134","ndhF2","Bravo92","ndhF_803_1318",160222
"2865","Lomatium_idahoense_14134","atpB","Bravo92","atpB_S1494R_S611",160222
"2866","Lomatium_idahoense_14134","ndhF3","Lima572","ndhF_1318_3",160222
"2867","Lomatium_idahoense_14134","atpB2","Lima572","atpB_S766R_S3",160222
"2868","Musineon_divaricatum_14236","atpB","Charlie114","atpB_S1494R_S611",160222
"2869","Musineon_divaricatum_14236","trnLF","Alpha20","trn_cf",150807
"2870","Musineon_divaricatum_14236","matK","Charlie114","matK_1F_4R",160222
"2871","Musineon_divaricatum_14236","matK2","India402","matK_3F_3R",160222
"2872","Musineon_divaricatum_14236","atpB2","India402","atpB_S766R_S3",160222
"2873","Musineon_divaricatum_14236","ndhF2","Charlie114","ndhF_803_1318",160222
"2874","Musineon_divaricatum_14236","trnT","Alpha18","trn_ab",150807
"2875","Musineon_divaricatum_14236","rbcL_5","India402","rbcL",150807
"2876","Musineon_divaricatum_14236","ndhF3","India402","ndhF_1318_3",160222
"2877","Musineon_divaricatum_14236","ITS","India413","ITS",150807
"2878","Musineon_divaricatum_14236","ndhF","India402","ndhF_5_803",160222
"2879","Lupinus_argenteus_var_depressus_14286","ndhF","Juliett457","ndhF_5_803",160222
"2880","Lupinus_argenteus_var_depressus_14286","ITS","Juliett453","ITS",150807
"2881","Lupinus_argenteus_var_depressus_14286","matK2","Juliett457","matK_3F_3R",160222
"2882","Lupinus_argenteus_var_depressus_14286","trnT","Bravo73","trn_ab",150807
"2883","Lupinus_argenteus_var_depressus_14286","rbcL_5","Juliett457","rbcL",150807
"2884","Lupinus_argenteus_var_depressus_14286","atpB2","Juliett457","atpB_S766R_S3",160222
"2885","Lupinus_argenteus_var_depressus_14286","trnLF","Bravo77","trn_cf",150807
"2886","Lupinus_argenteus_var_depressus_14286","atpB","Delta169","atpB_S1494R_S611",160222
"2887","Lupinus_argenteus_var_depressus_14286","ndhF3","Juliett457","ndhF_1318_3",160222
"2888","Lupinus_argenteus_var_depressus_14286","matK","Delta169","matK_1F_4R",160222
"2889","Lupinus_argenteus_var_depressus_14286","ndhF2","Delta169","ndhF_803_1318",160222
"2890","Lupinus_argenteus_var_depressus_14408","trnT","Delta158","trn_ab",150807
"2891","Lupinus_argenteus_var_depressus_14408","rbcL_5","Hotel350","rbcL",150807
"2892","Lupinus_argenteus_var_depressus_14408","matK2","Hotel350","matK_3F_3R",160222
"2893","Lupinus_argenteus_var_depressus_14408","ndhF2","Foxtrot254","ndhF_803_1318",160222
"2894","Lupinus_argenteus_var_depressus_14408","atpB2","Hotel350","atpB_S766R_S3",160222
"2895","Lupinus_argenteus_var_depressus_14408","atpB","Foxtrot254","atpB_S1494R_S611",160222
"2896","Lupinus_argenteus_var_depressus_14408","matK","Foxtrot254","matK_1F_4R",160222
"2897","Lupinus_argenteus_var_depressus_14408","ndhF3","Hotel350","ndhF_1318_3",160222
"2898","Lupinus_argenteus_var_depressus_14408","trnLF","Delta163","trn_cf",150807
"2899","Lupinus_argenteus_var_depressus_14408","ndhF","Hotel350","ndhF_5_803",160222
"2900","Lupinus_argenteus_var_depressus_14408","ITS","Bravo76","ITS",150807
"2901","Lupinus_argenteus_var_depressus_14647","trnT","India389","trn_ab",150807
"2902","Lupinus_argenteus_var_depressus_14647","rbcL_5","Alpha5","rbcL",150807
"2903","Lupinus_argenteus_var_depressus_14647","atpB","Kilo485","atpB_S1494R_S611",160222
"2904","Lupinus_argenteus_var_depressus_14647","atpB2","Charlie101","atpB_S766R_S3",160222
"2905","Lupinus_argenteus_var_depressus_14647","matK2","Charlie101","matK_3F_3R",160222
"2906","Lupinus_argenteus_var_depressus_14647","ndhF2","India389","ndhF_803_1318",160222
"2907","Lupinus_argenteus_var_depressus_14647","trnLF","Kilo498","trn_cf",150807
"2908","Lupinus_argenteus_var_depressus_14647","matK","India389","matK_1F_4R",160222
"2909","Lupinus_argenteus_var_depressus_14647","ndhF3","Charlie101","ndhF_1318_3",160222
"2910","Lupinus_argenteus_var_depressus_14647","ndhF","Charlie101","ndhF_5_803",160222
"2911","Lupinus_argenteus_var_depressus_14647","ITS","Kilo500","ITS",160222
"2912","Juncus_drummondii_14324","matK","Echo197","matK_1F_4R",160222
"2913","Juncus_drummondii_14324","ndhF3","Golf293","ndhF_1318_3",160222
"2914","Juncus_drummondii_14324","atpB","Echo197","atpB_S1494R_S611",160222
"2915","Juncus_drummondii_14324","matK2","Golf293","matK_3F_3R",160222
"2916","Juncus_drummondii_14324","ITS","Alpha16","ITS",150807
"2917","Juncus_drummondii_14324","ndhF2","Echo197","ndhF_803_1318",160222
"2918","Juncus_drummondii_14324","trnLF","Charlie113","trn_cf",150807
"2919","Juncus_drummondii_14324","ndhF","Golf293","ndhF_5_803",160222
"2920","Juncus_drummondii_14324","trnT","Charlie101","trn_ab",150807
"2921","Juncus_drummondii_14324","rbcL_5","Golf293","rbcL",150807
"2922","Juncus_drummondii_14324","atpB2","Golf293","atpB_S766R_S3",160222
"2923","Juncus_drummondii_14025","matK2","Lima546","matK_3F_3R",160222
"2924","Juncus_drummondii_14025","ndhF2","Bravo66","ndhF_803_1318",160222
"2925","Juncus_drummondii_14025","rbcL_5","Lima546","rbcL",150807
"2926","Juncus_drummondii_14025","trnT","Hotel354","trn_ab",150807
"2927","Juncus_drummondii_14025","ITS","Foxtrot269","ITS",141219
"2928","Juncus_drummondii_14025","ndhF","Lima546","ndhF_5_803",160222
"2929","Juncus_drummondii_14025","atpB","Bravo66","atpB_S1494R_S611",160222
"2930","Juncus_drummondii_14025","matK","Bravo66","matK_1F_4R",160222
"2931","Juncus_drummondii_14025","atpB2","Lima546","atpB_S766R_S3",160222
"2932","Juncus_drummondii_14025","trnLF","Hotel356","trnL_cf",141219
"2933","Juncus_drummondii_14025","ndhF3","Lima546","ndhF_1318_3",160222
"2934","Juncus_drummondii_14129","ndhF","Lima562","ndhF_5_803",160222
"2935","Juncus_drummondii_14129","trnT","Hotel370","trn_ab",150807
"2936","Juncus_drummondii_14129","atpB2","Lima562","atpB_S766R_S3",160222
"2937","Juncus_drummondii_14129","atpB","Bravo82","atpB_S1494R_S611",160222
"2938","Juncus_drummondii_14129","matK","Bravo82","matK_1F_4R",160222
"2939","Juncus_drummondii_14129","ndhF2","Bravo82","ndhF_803_1318",160222
"2940","Juncus_drummondii_14129","matK2","Lima562","matK_3F_3R",160222
"2941","Juncus_drummondii_14129","ITS","Foxtrot278","ITS",141219
"2942","Juncus_drummondii_14129","ndhF3","Lima562","ndhF_1318_3",160222
